event,date,label,image
http://www.wikidata.org/entity/Q2035756,1919-05-29 00:00:00+00:00,"solar eclipse of May 29, 1919",
http://www.wikidata.org/entity/Q7556577,1919-11-22 00:00:00+00:00,"solar eclipse of November 22, 1919",
http://www.wikidata.org/entity/Q16000654,1920-05-03 00:00:00+00:00,May 1920 lunar eclipse,
http://www.wikidata.org/entity/Q7556517,1920-05-18 00:00:00+00:00,"solar eclipse of May 18, 1920",
http://www.wikidata.org/entity/Q214426,1920-05-21 00:00:00+00:00,Mexican Revolution,
http://www.wikidata.org/entity/Q7556556,1920-11-10 00:00:00+00:00,"solar eclipse of November 10, 1920",
http://www.wikidata.org/entity/Q4382589,1921-01-01 00:00:00+00:00,Charles IV of Habsburg's attempts to retake the throne of Hungary,
http://www.wikidata.org/entity/Q7556194,1921-04-08 00:00:00+00:00,"solar eclipse of April 8, 1921",
http://www.wikidata.org/entity/Q7556596,1921-10-01 00:00:00+00:00,"solar eclipse of October 1, 1921",
http://www.wikidata.org/entity/Q7556486,1922-03-28 00:00:00+00:00,"solar eclipse of March 28, 1922",
http://www.wikidata.org/entity/Q748042,1922-06-28 00:00:00+00:00,Irish Civil War,
http://www.wikidata.org/entity/Q7556663,1922-09-21 00:00:00+00:00,"solar eclipse of September 21, 1922",
http://www.wikidata.org/entity/Q234738,1922-10-11 00:00:00+00:00,Turkish War of Independence,
http://www.wikidata.org/entity/Q48977461,1923-01-01 00:00:00+00:00,1923 Ohio state highway renumbering,
http://www.wikidata.org/entity/Q54933187,1923-01-01 00:00:00+00:00,1923 Virginia state highway renumbering,
http://www.wikidata.org/entity/Q3358934,1923-01-01 00:00:00+00:00,Klaipėda Revolt,
http://www.wikidata.org/entity/Q7556472,1923-03-17 00:00:00+00:00,"solar eclipse of March 17, 1923",
http://www.wikidata.org/entity/Q7556644,1923-09-10 00:00:00+00:00,"solar eclipse of September 10, 1923",
http://www.wikidata.org/entity/Q7556496,1924-03-05 00:00:00+00:00,"solar eclipse of March 5, 1924",
http://www.wikidata.org/entity/Q7556404,1924-07-31 00:00:00+00:00,"solar eclipse of July 31, 1924",
http://www.wikidata.org/entity/Q7556243,1924-08-30 00:00:00+00:00,"solar eclipse of August 30, 1924",
http://www.wikidata.org/entity/Q7556356,1925-01-24 00:00:00+00:00,"solar eclipse of January 24, 1925",
http://www.wikidata.org/entity/Q7556386,1925-07-20 00:00:00+00:00,"solar eclipse of July 20, 1925",
http://www.wikidata.org/entity/Q43080117,1926-01-01 00:00:00+00:00,1926 Missouri highway renumbering,
http://www.wikidata.org/entity/Q48977342,1926-01-01 00:00:00+00:00,1926 Iowa highway renumbering,
http://www.wikidata.org/entity/Q7556345,1926-01-14 00:00:00+00:00,"solar eclipse of January 14, 1926",
http://www.wikidata.org/entity/Q1553256,1926-05-02 00:00:00+00:00,Nicaraguan Civil War of 1926–1927,
http://www.wikidata.org/entity/Q7556411,1926-07-09 00:00:00+00:00,"solar eclipse of July 9, 1926",
http://www.wikidata.org/entity/Q2491784,1927-01-01 00:00:00+00:00,1927 Ohio state highway renumbering,
http://www.wikidata.org/entity/Q48740688,1927-01-01 00:00:00+00:00,1927 state highway renumbering,
http://www.wikidata.org/entity/Q867432,1927-01-01 00:00:00+00:00,1927 New Jersey state highway renumbering,
http://www.wikidata.org/entity/Q10858246,1927-01-03 00:00:00+00:00,"solar eclipse of January 3, 1927",
http://www.wikidata.org/entity/Q7556448,1927-06-29 00:00:00+00:00,"solar eclipse of June 29, 1927",
http://www.wikidata.org/entity/Q7556282,1927-12-24 00:00:00+00:00,"solar eclipse of December 24, 1927",
http://www.wikidata.org/entity/Q2507586,1928-01-01 00:00:00+00:00,1928 Virginia state highway renumbering,
http://www.wikidata.org/entity/Q7556519,1928-05-19 00:00:00+00:00,"solar eclipse of May 19, 1928",
http://www.wikidata.org/entity/Q6311989,1928-06-03 00:00:00+00:00,June 1928 lunar eclipse,
http://www.wikidata.org/entity/Q7556430,1928-06-17 00:00:00+00:00,"solar eclipse of June 17, 1928",
http://www.wikidata.org/entity/Q10858150,1928-11-12 00:00:00+00:00,"solar eclipse of November 12, 1928",
http://www.wikidata.org/entity/Q7556548,1929-05-09 00:00:00+00:00,"solar eclipse of May 9, 1929",
http://www.wikidata.org/entity/Q717809,1929-09-01 00:00:00+00:00,Central Plains War,
http://www.wikidata.org/entity/Q7556552,1929-11-01 00:00:00+00:00,"solar eclipse of November 1, 1929",
http://www.wikidata.org/entity/Q2485875,1930-01-01 00:00:00+00:00,1930 state highway renumbering,
http://www.wikidata.org/entity/Q7556175,1930-04-28 00:00:00+00:00,"solar eclipse of April 28, 1930",
http://www.wikidata.org/entity/Q7556614,1930-10-21 00:00:00+00:00,"solar eclipse of October 21, 1930",
http://www.wikidata.org/entity/Q7556165,1931-04-18 00:00:00+00:00,"solar eclipse of April 18, 1931",
http://www.wikidata.org/entity/Q7556650,1931-09-12 00:00:00+00:00,"solar eclipse of September 12, 1931",
http://www.wikidata.org/entity/Q7556600,1931-10-11 00:00:00+00:00,"solar eclipse of October 11, 1931",
http://www.wikidata.org/entity/Q4563130,1932-01-01 00:00:00+00:00,1932 state highway renumbering,
http://www.wikidata.org/entity/Q7556501,1932-03-07 00:00:00+00:00,"solar eclipse of March 7, 1932",
http://www.wikidata.org/entity/Q6756714,1932-03-22 00:00:00+00:00,March 1932 lunar eclipse,
http://www.wikidata.org/entity/Q7556250,1932-08-31 00:00:00+00:00,"solar eclipse of August 31, 1932",
http://www.wikidata.org/entity/Q2507588,1933-01-01 00:00:00+00:00,1933 Virginia state highway renumbering,
http://www.wikidata.org/entity/Q48837570,1933-02-10 00:00:00+00:00,February 1933 lunar eclipse,
http://www.wikidata.org/entity/Q7556308,1933-02-24 00:00:00+00:00,"solar eclipse of February 24, 1933",
http://www.wikidata.org/entity/Q48837546,1933-03-12 00:00:00+00:00,March 1933 lunar eclipse,
http://www.wikidata.org/entity/Q48837572,1933-08-05 00:00:00+00:00,August 1933 lunar eclipse,
http://www.wikidata.org/entity/Q7556233,1933-08-21 00:00:00+00:00,"solar eclipse of August 21, 1933",
http://www.wikidata.org/entity/Q48969212,1933-09-04 00:00:00+00:00,September 1933 lunar eclipse,
http://www.wikidata.org/entity/Q306123,1934-02-12 00:00:00+00:00,Austrian Civil War,
http://www.wikidata.org/entity/Q7556300,1934-02-14 00:00:00+00:00,"solar eclipse of February 14, 1934",
http://www.wikidata.org/entity/Q7556203,1934-08-10 00:00:00+00:00,"solar eclipse of August 10, 1934",
http://www.wikidata.org/entity/Q7556371,1935-01-05 00:00:00+00:00,"solar eclipse of January 5, 1935",
http://www.wikidata.org/entity/Q7556330,1935-02-03 00:00:00+00:00,"solar eclipse of February 3, 1935",
http://www.wikidata.org/entity/Q7556454,1935-06-30 00:00:00+00:00,"solar eclipse of June 30, 1935",
http://www.wikidata.org/entity/Q7556402,1935-07-30 00:00:00+00:00,"solar eclipse of July 30, 1935",
http://www.wikidata.org/entity/Q7556286,1935-12-25 00:00:00+00:00,"solar eclipse of December 25, 1935",
http://www.wikidata.org/entity/Q4427813,1936-06-19 00:00:00+00:00,"solar eclipse of June 19, 1936",
http://www.wikidata.org/entity/Q4211700,1936-12-01 00:00:00+00:00,Actions in Inner Mongolia,
http://www.wikidata.org/entity/Q7556263,1936-12-13 00:00:00+00:00,"solar eclipse of December 13, 1936",
http://www.wikidata.org/entity/Q48837576,1936-12-28 00:00:00+00:00,December 1936 lunar eclipse,
http://www.wikidata.org/entity/Q48837580,1937-05-25 00:00:00+00:00,May 1937 lunar eclipse,
http://www.wikidata.org/entity/Q7556460,1937-06-08 00:00:00+00:00,"solar eclipse of June 8, 1937",
http://www.wikidata.org/entity/Q2122297,1937-10-05 00:00:00+00:00,Quarantine Speech,
http://www.wikidata.org/entity/Q7556273,1937-12-02 00:00:00+00:00,"solar eclipse of December 2, 1937",
http://www.wikidata.org/entity/Q3084791,1938-05-29 00:00:00+00:00,"solar eclipse of May 29, 1938",
http://www.wikidata.org/entity/Q3084791,1938-05-29 00:00:00+00:00,"solar eclipse of May 29, 1938",
http://www.wikidata.org/entity/Q7556575,1938-11-21 00:00:00+00:00,"solar eclipse of November 21, 1938",
http://www.wikidata.org/entity/Q2379871,1939-01-01 00:00:00+00:00,Stalin's alleged speech of 19 August 1939,
http://www.wikidata.org/entity/Q10859,1939-04-01 00:00:00+00:00,Spanish Civil War,
http://www.wikidata.org/entity/Q7556169,1939-04-19 00:00:00+00:00,"solar eclipse of April 19, 1939",
http://www.wikidata.org/entity/Q6796273,1939-05-03 00:00:00+00:00,May 1939 lunar eclipse,
http://www.wikidata.org/entity/Q15815680,1939-09-01 00:00:00+00:00,1 September 1939 Reichstag speech,
http://www.wikidata.org/entity/Q7556602,1939-10-12 00:00:00+00:00,"solar eclipse of October 12, 1939",
http://www.wikidata.org/entity/Q2507591,1940-01-01 00:00:00+00:00,1940 Virginia state highway renumbering,
http://www.wikidata.org/entity/Q2379101,1940-01-01 00:00:00+00:00,1947–1948 Civil War in Mandatory Palestine,
http://www.wikidata.org/entity/Q3062016,1940-01-01 00:00:00+00:00,The Exodus,
http://www.wikidata.org/entity/Q48969230,1940-03-23 00:00:00+00:00,March 1940 lunar eclipse,
http://www.wikidata.org/entity/Q7556191,1940-04-07 00:00:00+00:00,"solar eclipse of April 7, 1940",
http://www.wikidata.org/entity/Q19398047,1940-04-09 00:00:00+00:00,1940 Norwegian coup d'état,
http://www.wikidata.org/entity/Q48837584,1940-04-22 00:00:00+00:00,April 1940 lunar eclipse,
http://www.wikidata.org/entity/Q717569,1940-05-13 00:00:00+00:00,"blood, toil, tears, and sweat",
http://www.wikidata.org/entity/Q1572233,1940-06-04 00:00:00+00:00,We shall fight on the beaches,
http://www.wikidata.org/entity/Q2375242,1940-06-18 00:00:00+00:00,This was their finest hour,
http://www.wikidata.org/entity/Q2078515,1940-06-18 00:00:00+00:00,Appeal of 18 June,
http://www.wikidata.org/entity/Q48837607,1940-10-16 00:00:00+00:00,October 1940 lunar eclipse,
http://www.wikidata.org/entity/Q7556482,1941-03-27 00:00:00+00:00,"solar eclipse of March 27, 1941",
http://www.wikidata.org/entity/Q7556661,1941-09-21 00:00:00+00:00,"solar eclipse of September 21, 1941",
http://www.wikidata.org/entity/Q6028822,1941-12-08 00:00:00+00:00,Infamy Speech,
http://www.wikidata.org/entity/Q18164126,1941-12-11 00:00:00+00:00,Italian declaration of war on the United States,
http://www.wikidata.org/entity/Q16205931,1942-01-01 00:00:00+00:00,Pope Pius XII's 1942 Christmas address,
http://www.wikidata.org/entity/Q7733472,1942-02-17 00:00:00+00:00,Farrer Park address,
http://www.wikidata.org/entity/Q7556468,1942-03-16 00:00:00+00:00,"solar eclipse of March 16, 1942",
http://www.wikidata.org/entity/Q7272639,1942-08-08 00:00:00+00:00,Quit India speech,
http://www.wikidata.org/entity/Q7556214,1942-08-12 00:00:00+00:00,"solar eclipse of August 12, 1942",
http://www.wikidata.org/entity/Q7556645,1942-09-10 00:00:00+00:00,"solar eclipse of September 10, 1942",
http://www.wikidata.org/entity/Q2225555,1942-10-04 00:00:00+00:00,Operation Basalt,
http://www.wikidata.org/entity/Q7556335,1943-02-04 00:00:00+00:00,"solar eclipse of February 4, 1943",
http://www.wikidata.org/entity/Q698255,1943-02-18 00:00:00+00:00,Sportpalast speech,
http://www.wikidata.org/entity/Q7556199,1943-08-01 00:00:00+00:00,"solar eclipse of August 1, 1943",
http://www.wikidata.org/entity/Q570589,1943-10-04 00:00:00+00:00,Posen speeches,
http://www.wikidata.org/entity/Q153325,1943-11-03 00:00:00+00:00,Aktion Erntefest,
http://www.wikidata.org/entity/Q7556358,1944-01-25 00:00:00+00:00,"solar eclipse of January 25, 1944",
http://www.wikidata.org/entity/Q48969219,1944-02-09 00:00:00+00:00,February 1944 lunar eclipse,
http://www.wikidata.org/entity/Q3030163,1944-06-14 00:00:00+00:00,The Bayeux speeches,
http://www.wikidata.org/entity/Q17113268,1944-07-06 00:00:00+00:00,July 1944 lunar eclipse,
http://www.wikidata.org/entity/Q15264166,1944-07-17 00:00:00+00:00,Operation Mascot,
http://www.wikidata.org/entity/Q10858201,1944-07-20 00:00:00+00:00,"solar eclipse of July 20, 1944",
http://www.wikidata.org/entity/Q48969220,1944-08-04 00:00:00+00:00,August 1944 lunar eclipse,
http://www.wikidata.org/entity/Q17113274,1944-12-29 00:00:00+00:00,December 1944 lunar eclipse,
http://www.wikidata.org/entity/Q384457,1945-01-14 00:00:00+00:00,"solar eclipse of January 14, 1945",
http://www.wikidata.org/entity/Q312388,1945-05-01 00:00:00+00:00,Bleiburg repatriations,
http://www.wikidata.org/entity/Q17113284,1945-06-25 00:00:00+00:00,June 1945 lunar eclipse,
http://www.wikidata.org/entity/Q4427822,1945-07-09 00:00:00+00:00,"solar eclipse of July 9, 1945",
http://www.wikidata.org/entity/Q362,1945-09-02 00:00:00+00:00,World War II,
http://www.wikidata.org/entity/Q17113279,1945-12-19 00:00:00+00:00,December 1945 lunar eclipse,
http://www.wikidata.org/entity/Q8683,1946-01-01 00:00:00+00:00,Cold War,
http://www.wikidata.org/entity/Q7556368,1946-01-03 00:00:00+00:00,"solar eclipse of January 3, 1946",
http://www.wikidata.org/entity/Q179975,1946-03-31 00:00:00+00:00,Chinese Civil War,
http://www.wikidata.org/entity/Q7556541,1946-05-30 00:00:00+00:00,"solar eclipse of May 30, 1946",
http://www.wikidata.org/entity/Q6311997,1946-06-14 00:00:00+00:00,June 1946 lunar eclipse,
http://www.wikidata.org/entity/Q3030163,1946-06-16 00:00:00+00:00,The Bayeux speeches,
http://www.wikidata.org/entity/Q7556452,1946-06-29 00:00:00+00:00,"solar eclipse of June 29, 1946",
http://www.wikidata.org/entity/Q10858216,1946-11-23 00:00:00+00:00,"solar eclipse of November 23, 1946",
http://www.wikidata.org/entity/Q17113289,1946-12-08 00:00:00+00:00,December 1946 lunar eclipse,
http://www.wikidata.org/entity/Q1122422,1947-01-01 00:00:00+00:00,Paraguayan Civil War of 1947,
http://www.wikidata.org/entity/Q3030186,1947-04-10 00:00:00+00:00,Tangier Speech,
http://www.wikidata.org/entity/Q7556533,1947-05-20 00:00:00+00:00,"solar eclipse of May 20, 1947",
http://www.wikidata.org/entity/Q17113295,1947-06-03 00:00:00+00:00,June 1947 lunar eclipse,
http://www.wikidata.org/entity/Q129053,1947-08-15 00:00:00+00:00,partition of India,
http://www.wikidata.org/entity/Q7556562,1947-11-12 00:00:00+00:00,"solar eclipse of November 12, 1947",
http://www.wikidata.org/entity/Q17113300,1947-11-28 00:00:00+00:00,November 1947 lunar eclipse,
http://www.wikidata.org/entity/Q11982265,1948-02-29 00:00:00+00:00,Kråkerøy speech,
http://www.wikidata.org/entity/Q17113305,1948-04-23 00:00:00+00:00,April 1948 lunar eclipse,
http://www.wikidata.org/entity/Q3434218,1948-04-24 00:00:00+00:00,Costa Rican Civil War,
http://www.wikidata.org/entity/Q10858273,1948-05-09 00:00:00+00:00,"solar eclipse of May 9, 1948",
http://www.wikidata.org/entity/Q17113312,1948-10-18 00:00:00+00:00,October 1948 lunar eclipse,
http://www.wikidata.org/entity/Q7556554,1948-11-01 00:00:00+00:00,"solar eclipse of November 1, 1948",
http://www.wikidata.org/entity/Q185407,1949-04-09 00:00:00+00:00,La Violencia,
http://www.wikidata.org/entity/Q17113317,1949-04-13 00:00:00+00:00,April 1949 lunar eclipse,
http://www.wikidata.org/entity/Q7556179,1949-04-28 00:00:00+00:00,"solar eclipse of April 28, 1949",
http://www.wikidata.org/entity/Q17113322,1949-10-07 00:00:00+00:00,October 1949 lunar eclipse,
http://www.wikidata.org/entity/Q7556616,1949-10-21 00:00:00+00:00,"solar eclipse of October 21, 1949",
http://www.wikidata.org/entity/Q7556474,1950-03-18 00:00:00+00:00,"solar eclipse of March 18, 1950",
http://www.wikidata.org/entity/Q160211,1950-05-09 00:00:00+00:00,Schuman Declaration,
http://www.wikidata.org/entity/Q7556652,1950-09-12 00:00:00+00:00,"solar eclipse of September 12, 1950",
http://www.wikidata.org/entity/Q16906893,1950-09-26 00:00:00+00:00,September 1950 lunar eclipse,
http://www.wikidata.org/entity/Q5439753,1951-02-21 00:00:00+00:00,February 1951 lunar eclipse,
http://www.wikidata.org/entity/Q7556503,1951-03-07 00:00:00+00:00,"solar eclipse of March 7, 1951",
http://www.wikidata.org/entity/Q17113327,1951-03-23 00:00:00+00:00,March 1951 lunar eclipse,
http://www.wikidata.org/entity/Q1344952,1951-04-11 00:00:00+00:00,Relief of Douglas MacArthur,
http://www.wikidata.org/entity/Q4820523,1951-08-17 00:00:00+00:00,August 1951 lunar eclipse,
http://www.wikidata.org/entity/Q7556641,1951-09-01 00:00:00+00:00,"solar eclipse of September 1, 1951",
http://www.wikidata.org/entity/Q17113333,1951-09-15 00:00:00+00:00,September 1951 lunar eclipse,
http://www.wikidata.org/entity/Q5439754,1952-02-11 00:00:00+00:00,February 1952 lunar eclipse,
http://www.wikidata.org/entity/Q106391503,1952-02-15 00:00:00+00:00,death and state funeral of George VI,
http://www.wikidata.org/entity/Q7556314,1952-02-25 00:00:00+00:00,"solar eclipse of February 25, 1952",
http://www.wikidata.org/entity/Q76038638,1953-01-01 00:00:00+00:00,1953 Puerto Rico highway renumbering,
http://www.wikidata.org/entity/Q867442,1953-01-01 00:00:00+00:00,1953 New Jersey state highway renumbering,
http://www.wikidata.org/entity/Q1212980,1953-01-01 00:00:00+00:00,History Will Absolve Me,
http://www.wikidata.org/entity/Q6155698,1953-01-29 00:00:00+00:00,January 1953 lunar eclipse,
http://www.wikidata.org/entity/Q7556302,1953-02-14 00:00:00+00:00,"solar eclipse of February 14, 1953",
http://www.wikidata.org/entity/Q5070741,1953-04-16 00:00:00+00:00,Chance for Peace speech,
http://www.wikidata.org/entity/Q7556380,1953-07-11 00:00:00+00:00,"solar eclipse of July 11, 1953",
http://www.wikidata.org/entity/Q6310475,1953-07-26 00:00:00+00:00,July 1953 lunar eclipse,
http://www.wikidata.org/entity/Q7556257,1953-08-09 00:00:00+00:00,"solar eclipse of August 9, 1953",
http://www.wikidata.org/entity/Q757644,1953-12-08 00:00:00+00:00,Atoms for Peace,
http://www.wikidata.org/entity/Q6155700,1954-01-19 00:00:00+00:00,January 1954 lunar eclipse,
http://www.wikidata.org/entity/Q875738,1954-05-17 00:00:00+00:00,Brown v. Board of Education,
http://www.wikidata.org/entity/Q7556466,1954-06-30 00:00:00+00:00,"solar eclipse of June 30, 1954",
http://www.wikidata.org/entity/Q16000704,1954-07-16 00:00:00+00:00,July 1954 lunar eclipse,
http://www.wikidata.org/entity/Q200790,1954-11-01 00:00:00+00:00,Algerian War,
http://www.wikidata.org/entity/Q7556288,1954-12-25 00:00:00+00:00,"solar eclipse of December 25, 1954",
http://www.wikidata.org/entity/Q6155702,1955-01-08 00:00:00+00:00,January 1955 lunar eclipse,
http://www.wikidata.org/entity/Q6312002,1955-06-05 00:00:00+00:00,June 1955 lunar eclipse,
http://www.wikidata.org/entity/Q7556435,1955-06-20 00:00:00+00:00,"solar eclipse of June 20, 1955",
http://www.wikidata.org/entity/Q10858162,1955-12-14 00:00:00+00:00,"solar eclipse of December 14, 1955",
http://www.wikidata.org/entity/Q18191230,1956-04-30 00:00:00+00:00,Moshe Dayan's eulogy for Ro'i Rothberg,
http://www.wikidata.org/entity/Q6796280,1956-05-24 00:00:00+00:00,May 1956 lunar eclipse,
http://www.wikidata.org/entity/Q7556462,1956-06-08 00:00:00+00:00,"solar eclipse of June 8, 1956",
http://www.wikidata.org/entity/Q3018307,1956-08-01 00:00:00+00:00,This Is Tomorrow,
